net,length_um
_25385_,4.92
net19,4.92
_00186_,4.9
_03062_,4.9
_03146_,4.9
_03668_,4.9
_03699_,4.9
_04641_,4.9
_06011_,4.9
_06628_,4.9
_07044_,4.9
_07178_,4.9
_08817_,4.9
_09146_,4.9
_09423_,4.9
_09441_,4.9
_09583_,4.9
_10643_,4.9
_11324_,4.9
_11865_,4.9
_12340_,4.9
_13028_,4.9
_17170_,4.9
_18035_,4.9
_18868_,4.9
_19320_,4.9
_19377_,4.9
_19495_,4.9
_20050_,4.9
_20688_,4.9
_21873_,4.9
_22638_,4.9
_23718_,4.9
_25194_,4.9
_00304_,4.88
_00353_,4.88
_00370_,4.88
_00381_,4.88
_00527_,4.88
_00608_,4.88
_00721_,4.88
_00842_,4.88
_01036_,4.88
_01089_,4.88
_01783_,4.88
_02014_,4.88
_02501_,4.88
_02672_,4.88
_03564_,4.88
_03582_,4.88
_05022_,4.88
_05385_,4.88
_06851_,4.88
_07259_,4.88
_07411_,4.88
_08471_,4.88
_09386_,4.88
_09561_,4.88
_09992_,4.88
_09997_,4.88
_10336_,4.88
_10551_,4.88
_10555_,4.88
_10707_,4.88
_10882_,4.88
_11766_,4.88
_13194_,4.88
_13396_,4.88
_13645_,4.88
_13788_,4.88
_13894_,4.88
_14340_,4.88
_14801_,4.88
_14926_,4.88
_17249_,4.88
_17351_,4.88
_17788_,4.88
_18087_,4.88
_18108_,4.88
_20911_,4.88
_21089_,4.88
_21343_,4.88
_21584_,4.88
_21783_,4.88
_21830_,4.88
_21851_,4.88
_22005_,4.88
_23405_,4.88
_23645_,4.88
_24476_,4.88
_25145_,4.88
_25650_,4.88
_25714_,4.88
_25982_,4.88
net25,4.88
net500,4.88
net797,4.88
net903,4.88
net969,4.88
_00102_,4.87
_00167_,4.87
_05613_,4.86
A_flat[160],4.85
_16178_,4.85
_18839_,4.84
_00020_,4.83
_25107_,4.83
_00857_,4.82
_01863_,4.82
_03603_,4.82
_03921_,4.82
_06715_,4.82
_07167_,4.82
_07700_,4.82
_08049_,4.82
_08765_,4.82
_09651_,4.82
_09677_,4.82
_10026_,4.82
_11423_,4.82
_11567_,4.82
_13261_,4.82
_13380_,4.82
_14568_,4.82
_15178_,4.82
_16702_,4.82
_17128_,4.82
_17989_,4.82
_18406_,4.82
_18429_,4.82
_18598_,4.82
_18674_,4.82
_19643_,4.82
_19848_,4.82
_20562_,4.82
_20751_,4.82
_22613_,4.82
_23401_,4.82
_08545_,4.815
A_flat[12],4.81
_22985_,4.81
_00704_,4.805
_01194_,4.8
_01385_,4.8
_01474_,4.8
_01957_,4.8
_02351_,4.8
_02407_,4.8
_02594_,4.8
_03185_,4.8
_03332_,4.8
_03753_,4.8
_03792_,4.8
_03935_,4.8
_04219_,4.8
_04302_,4.8
_04329_,4.8
_04372_,4.8
_04448_,4.8
_04462_,4.8
_04746_,4.8
_05103_,4.8
_05383_,4.8
_05398_,4.8
_06363_,4.8
_06471_,4.8
_06688_,4.8
_07192_,4.8
_07528_,4.8
_08092_,4.8
_08098_,4.8
_08164_,4.8
_08235_,4.8
_08338_,4.8
_08366_,4.8
_08384_,4.8
_08775_,4.8
_09187_,4.8
_09211_,4.8
_09456_,4.8
_09981_,4.8
_10011_,4.8
_10324_,4.8
_10453_,4.8
_10610_,4.8
_11022_,4.8
_11027_,4.8
_11416_,4.8
_11553_,4.8
_11847_,4.8
_11891_,4.8
_11965_,4.8
_12007_,4.8
_12016_,4.8
_12280_,4.8
_12634_,4.8
_13762_,4.8
_13821_,4.8
_14033_,4.8
_14594_,4.8
_15163_,4.8
_15208_,4.8
_15396_,4.8
_15847_,4.8
_16285_,4.8
_16572_,4.8
_16846_,4.8
_16874_,4.8
_17148_,4.8
_17182_,4.8
_17572_,4.8
_18000_,4.8
_18174_,4.8
_18241_,4.8
_18568_,4.8
_18596_,4.8
_18853_,4.8
_19345_,4.8
_19359_,4.8
_19792_,4.8
_20178_,4.8
_20752_,4.8
_21175_,4.8
_21176_,4.8
_21941_,4.8
_22063_,4.8
_22600_,4.8
_22729_,4.8
_22841_,4.8
_24021_,4.8
_24852_,4.8
_25070_,4.8
_25656_,4.8
_25981_,4.8
_25983_,4.8
net120,4.8
net256,4.8
net353,4.8
net950,4.8
net979,4.8
_03896_,4.78
_04309_,4.78
_05737_,4.78
_09587_,4.78
_09819_,4.78
_10686_,4.78
_14652_,4.78
_15592_,4.78
_20534_,4.78
_20630_,4.78
_21868_,4.78
_23687_,4.78
_24336_,4.78
_15394_,4.775
_00044_,4.76
_00909_,4.76
_01789_,4.76
_02487_,4.76
_03493_,4.76
_03552_,4.76
_03835_,4.76
_03913_,4.76
_07553_,4.76
_08571_,4.76
_08957_,4.76
_09548_,4.76
_09763_,4.76
_10133_,4.76
_10223_,4.76
_10466_,4.76
_11437_,4.76
_11475_,4.76
_13304_,4.76
_14089_,4.76
_14606_,4.76
_14618_,4.76
_16274_,4.76
_16404_,4.76
_16437_,4.76
_17265_,4.76
_17610_,4.76
_18359_,4.76
_18510_,4.76
_18993_,4.76
_20009_,4.76
_20361_,4.76
_21309_,4.76
_21654_,4.76
_21774_,4.76
_21782_,4.76
_21927_,4.76
_22216_,4.76
_22822_,4.76
_23595_,4.76
_24898_,4.76
_24952_,4.76
_25724_,4.76
_25856_,4.76
net332,4.76
A_flat[1],4.73
A_flat[3],4.73
A_flat[5],4.73
_00072_,4.73
_09507_,4.73
_00262_,4.725
_09337_,4.72
_01737_,4.7
_02166_,4.7
_02424_,4.7
_05394_,4.7
_06742_,4.7
_08816_,4.7
_09904_,4.7
_09961_,4.7
_10619_,4.7
_11584_,4.7
_11733_,4.7
_11739_,4.7
_12453_,4.7
_12996_,4.7
_17054_,4.7
_22101_,4.7
_23385_,4.7
_24332_,4.7
_22856_,4.69
_00324_,4.68
_00420_,4.68
_00604_,4.68
_00856_,4.68
_01517_,4.68
_01766_,4.68
_03904_,4.68
_03947_,4.68
_04396_,4.68
_05902_,4.68
_06044_,4.68
_07071_,4.68
_07275_,4.68
_07420_,4.68
_07481_,4.68
_07558_,4.68
_07864_,4.68
_08068_,4.68
_09040_,4.68
_09701_,4.68
_09799_,4.68
_11801_,4.68
_12269_,4.68
_13087_,4.68
_13102_,4.68
_13629_,4.68
_14007_,4.68
_14064_,4.68
_14555_,4.68
_15627_,4.68
_15928_,4.68
_16278_,4.68
_16445_,4.68
_16684_,4.68
_17012_,4.68
_17647_,4.68
_17700_,4.68
_20436_,4.68
_20440_,4.68
_20599_,4.68
_21467_,4.68
_21906_,4.68
_22255_,4.68
_23006_,4.68
_24013_,4.68
_24697_,4.68
_25148_,4.68
_25443_,4.68
_03960_,4.66
_06583_,4.66
_08657_,4.66
_15372_,4.66
_25299_,4.66
net494,4.66
_18380_,4.655
_02241_,4.64
_10848_,4.64
_00036_,4.63
C_flat[100],4.61
_00029_,4.61
_00109_,4.61
_00150_,4.61
_00218_,4.61
_01046_,4.6
_04426_,4.6
_06067_,4.6
_07480_,4.6
_08453_,4.6
_10002_,4.6
_12000_,4.6
_12200_,4.6
_12786_,4.6
_16535_,4.6
_17036_,4.6
_18260_,4.6
_00285_,4.58
_00320_,4.58
_00365_,4.58
_00423_,4.58
_00441_,4.58
_00470_,4.58
_00472_,4.58
_07069_,4.58
_20692_,4.58
_22376_,4.58
_22666_,4.58
_00890_,4.56
_02641_,4.56
_02679_,4.56
_03008_,4.56
_03834_,4.56
_04629_,4.56
_04829_,4.56
_05075_,4.56
_05123_,4.56
_06491_,4.56
_06646_,4.56
_06818_,4.56
_07075_,4.56
_07531_,4.56
_08303_,4.56
_08658_,4.56
_09117_,4.56
_09416_,4.56
_09982_,4.56
_11010_,4.56
_11372_,4.56
_11614_,4.56
_11918_,4.56
_12988_,4.56
_13403_,4.56
_13417_,4.56
_13670_,4.56
_14586_,4.56
_14896_,4.56
_15279_,4.56
_15539_,4.56
_15871_,4.56
_15874_,4.56
_16153_,4.56
_16625_,4.56
_16974_,4.56
_17086_,4.56
_17091_,4.56
_17742_,4.56
_17997_,4.56
_19215_,4.56
_19585_,4.56
_19601_,4.56
_19895_,4.56
_20188_,4.56
_20422_,4.56
_22229_,4.56
_22576_,4.56
_23681_,4.56
_23991_,4.56
_24131_,4.56
_25081_,4.56
_25630_,4.56
_25723_,4.56
_25882_,4.56
net941,4.56
_00112_,4.54
_00223_,4.54
_00243_,4.54
_00308_,4.54
_00337_,4.54
_02490_,4.54
_08462_,4.54
_19122_,4.54
_20876_,4.54
_21006_,4.54
_21285_,4.54
_00004_,4.53
_00007_,4.53
_00030_,4.53
_00087_,4.53
_00121_,4.53
_00211_,4.53
_04688_,4.52
_00081_,4.51
_00253_,4.51
_00380_,4.51
_05142_,4.51
_00133_,4.49
_00405_,4.48
_01299_,4.48
_01876_,4.48
_02332_,4.48
_02555_,4.48
_03431_,4.48
_03450_,4.48
_03820_,4.48
_04092_,4.48
_04253_,4.48
_05190_,4.48
_06876_,4.48
_07006_,4.48
_07191_,4.48
_07604_,4.48
_08280_,4.48
_08352_,4.48
_09134_,4.48
_09459_,4.48
_09873_,4.48
_10893_,4.48
_11076_,4.48
_11367_,4.48
_11544_,4.48
_12182_,4.48
_12727_,4.48
_14980_,4.48
_15923_,4.48
_16554_,4.48
_17815_,4.48
_19532_,4.48
_19605_,4.48
_19611_,4.48
_20126_,4.48
_20267_,4.48
_21023_,4.48
_22879_,4.48
_24423_,4.48
_24499_,4.48
_24751_,4.48
_24957_,4.48
_25046_,4.48
_25058_,4.48
net296,4.48
net895,4.48
_23581_,4.465
_00011_,4.46
_00274_,4.46
_00289_,4.46
_00298_,4.46
_00347_,4.46
_00356_,4.46
_00358_,4.46
_00396_,4.46
_00460_,4.46
_00490_,4.46
_00560_,4.46
_00581_,4.46
_00622_,4.46
_00626_,4.46
_00632_,4.46
_00638_,4.46
_00654_,4.46
_01100_,4.46
_01603_,4.46
_02391_,4.46
_03697_,4.46
_04148_,4.46
_04459_,4.46
_04678_,4.46
_04741_,4.46
_05025_,4.46
_05785_,4.46
_06096_,4.46
_06837_,4.46
_06975_,4.46
_06994_,4.46
_07033_,4.46
_07205_,4.46
_07323_,4.46
_07325_,4.46
_07370_,4.46
_08388_,4.46
_09491_,4.46
_09550_,4.46
_09772_,4.46
_09876_,4.46
_09914_,4.46
_09931_,4.46
_10743_,4.46
_11342_,4.46
_11355_,4.46
_11494_,4.46
_12286_,4.46
_13193_,4.46
_13317_,4.46
_13966_,4.46
_14004_,4.46
_14133_,4.46
_14344_,4.46
_14346_,4.46
_14881_,4.46
_15057_,4.46
_15264_,4.46
_15465_,4.46
_15611_,4.46
_16381_,4.46
_16518_,4.46
_16557_,4.46
_16635_,4.46
_17168_,4.46
_17244_,4.46
_17704_,4.46
_18063_,4.46
_18504_,4.46
_19110_,4.46
_19725_,4.46
_20879_,4.46
_21487_,4.46
_22109_,4.46
_22806_,4.46
_22904_,4.46
_22992_,4.46
_23018_,4.46
_23070_,4.46
_23251_,4.46
_23396_,4.46
_23410_,4.46
_23471_,4.46
_23989_,4.46
_24094_,4.46
_24941_,4.46
_25227_,4.46
_25722_,4.46
_25739_,4.46
net43,4.46
net45,4.46
net812,4.46
net957,4.46
_00245_,4.44
_00767_,4.44
_01433_,4.44
_02144_,4.44
_04642_,4.44
_05042_,4.44
_06386_,4.44
_09649_,4.44
_13536_,4.44
_14459_,4.44
_15227_,4.44
_15684_,4.44
_16056_,4.44
_16062_,4.44
_16506_,4.44
_16763_,4.44
_18580_,4.44
_19119_,4.44
_19398_,4.44
_19972_,4.44
_21745_,4.44
_22998_,4.44
_24570_,4.44
_25467_,4.44
_25551_,4.44
_00964_,4.435
_00328_,4.42
_00445_,4.42
_00553_,4.42
_00685_,4.42
_00860_,4.42
_01860_,4.42
_02131_,4.42
_02260_,4.42
_02280_,4.42
_02461_,4.42
_02528_,4.42
_04364_,4.42
_04478_,4.42
_04521_,4.42
_04598_,4.42
_05813_,4.42
_06356_,4.42
_06556_,4.42
_06865_,4.42
_07541_,4.42
_08105_,4.42
_08415_,4.42
_08418_,4.42
_09015_,4.42
_10210_,4.42
_10371_,4.42
_10783_,4.42
_11466_,4.42
_11491_,4.42
_12273_,4.42
_13335_,4.42
_13379_,4.42
_13989_,4.42
_14107_,4.42
_14829_,4.42
_15324_,4.42
_16365_,4.42
_16498_,4.42
_17237_,4.42
_17773_,4.42
_19708_,4.42
_20103_,4.42
_20394_,4.42
_20695_,4.42
_22349_,4.42
_23020_,4.42
_24170_,4.42
_24171_,4.42
_24482_,4.42
_24886_,4.42
_25055_,4.42
net215,4.42
net870,4.42
net976,4.42
_03648_,4.41
A_flat[0],4.39
A_flat[10],4.39
A_flat[126],4.39
A_flat[14],4.39
A_flat[26],4.39
A_flat[2],4.39
A_flat[44],4.39
A_flat[4],4.39
A_flat[52],4.39
A_flat[60],4.39
A_flat[80],4.39
A_flat[88],4.39
_02951_,4.39
_00747_,4.385
_11031_,4.37
_01034_,4.36
_01240_,4.36
_04465_,4.36
_04774_,4.36
_05279_,4.36
_05814_,4.36
_06623_,4.36
_06635_,4.36
_06944_,4.36
_07489_,4.36
_08003_,4.36
_08288_,4.36
_08443_,4.36
_09238_,4.36
_09860_,4.36
_10297_,4.36
_11485_,4.36
_12467_,4.36
_12857_,4.36
_12970_,4.36
_13174_,4.36
_13209_,4.36
_13896_,4.36
_14841_,4.36
_14866_,4.36
_16334_,4.36
_16440_,4.36
_17396_,4.36
_17490_,4.36
_18814_,4.36
_19256_,4.36
_19394_,4.36
_19522_,4.36
_21184_,4.36
_21855_,4.36
_22530_,4.36
_22718_,4.36
_23216_,4.36
_24543_,4.36
_25344_,4.36
_25412_,4.36
_25702_,4.36
net905,4.36
net956,4.36
_03684_,4.345
_00307_,4.34
_00311_,4.34
_00483_,4.34
_00784_,4.34
_01009_,4.34
_01561_,4.34
_01634_,4.34
_01638_,4.34
_01867_,4.34
_02523_,4.34
_02583_,4.34
_02872_,4.34
_03005_,4.34
_03049_,4.34
_03063_,4.34
_03819_,4.34
_04414_,4.34
_04772_,4.34
_05195_,4.34
_05863_,4.34
_06705_,4.34
_06912_,4.34
_07519_,4.34
_07821_,4.34
_08134_,4.34
_08605_,4.34
_08753_,4.34
_08809_,4.34
_08897_,4.34
_09586_,4.34
_09724_,4.34
_09766_,4.34
_09911_,4.34
_10274_,4.34
_10977_,4.34
_11185_,4.34
_11234_,4.34
_11258_,4.34
_11518_,4.34
_11530_,4.34
_11566_,4.34
_13329_,4.34
_14282_,4.34
_14503_,4.34
_14885_,4.34
_14906_,4.34
_14940_,4.34
_14963_,4.34
_15136_,4.34
_15405_,4.34
_15447_,4.34
_16419_,4.34
_16907_,4.34
_16970_,4.34
_17025_,4.34
_17056_,4.34
_17285_,4.34
_17978_,4.34
_19041_,4.34
_19415_,4.34
_19514_,4.34
_19596_,4.34
_19650_,4.34
_19831_,4.34
_20124_,4.34
_20133_,4.34
_20505_,4.34
_20587_,4.34
_20604_,4.34
_21047_,4.34
_21085_,4.34
_21365_,4.34
_21787_,4.34
_21875_,4.34
_21892_,4.34
_21897_,4.34
_22020_,4.34
_22639_,4.34
_22680_,4.34
_22703_,4.34
_22723_,4.34
_22732_,4.34
_22896_,4.34
_23461_,4.34
_23528_,4.34
_24046_,4.34
_24163_,4.34
_24205_,4.34
_24311_,4.34
_24693_,4.34
_25133_,4.34
_25201_,4.34
_25247_,4.34
_25257_,4.34
_25547_,4.34
_25895_,4.34
net329,4.34
net807,4.34
net911,4.34
_01346_,4.335
_03336_,4.32
_04254_,4.32
_04311_,4.32
_06012_,4.32
_09650_,4.32
_21007_,4.32
_21513_,4.32
_22899_,4.32
_02168_,4.3
C_flat[131],4.27
_00114_,4.27
_05029_,4.27
_00625_,4.26
_04657_,4.24
_06998_,4.24
_07838_,4.24
_09903_,4.24
_10496_,4.24
_11094_,4.24
_12455_,4.24
_13175_,4.24
_13884_,4.24
_18014_,4.24
_21511_,4.24
_22466_,4.24
_24640_,4.24
_24655_,4.24
net263,4.24
_01729_,4.235
_00183_,4.22
_00403_,4.22
_00435_,4.22
_00438_,4.22
_00493_,4.22
_01162_,4.22
_02154_,4.22
_02268_,4.22
_02425_,4.22
_02655_,4.22
_04226_,4.22
_04868_,4.22
_05120_,4.22
_06598_,4.22
_06637_,4.22
_06731_,4.22
_08129_,4.22
_08441_,4.22
_09723_,4.22
_11380_,4.22
_11849_,4.22
_14235_,4.22
_14544_,4.22
_14592_,4.22
_15261_,4.22
_15995_,4.22
_16180_,4.22
_19163_,4.22
_20007_,4.22
_21182_,4.22
_21480_,4.22
_22588_,4.22
_23095_,4.22
_23506_,4.22
_24938_,4.22
_24947_,4.22
_25929_,4.22
net948,4.22
_02275_,4.2
_11594_,4.2
_18278_,4.2
_20629_,4.2
_24449_,4.2
_16164_,4.18
_00054_,4.15
_00092_,4.15
_00248_,4.15
_24233_,4.15
_01610_,4.14
_01968_,4.14
_02701_,4.14
_02913_,4.14
_03841_,4.14
_04493_,4.14
_08373_,4.14
_08936_,4.14
_09700_,4.14
_09991_,4.14
_11879_,4.14
_13513_,4.14
_13871_,4.14
_15475_,4.14
_19149_,4.14
_19382_,4.14
_25273_,4.14
_25288_,4.14
net335,4.14
net904,4.14
net999,4.14
net1006,4.14
_00367_,4.12
_00473_,4.12
_00993_,4.12
_01077_,4.12
_03626_,4.12
_06950_,4.12
_07516_,4.12
_08413_,4.12
_08639_,4.12
_09889_,4.12
_10534_,4.12
_11059_,4.12
_14473_,4.12
_17736_,4.12
_18319_,4.12
_22147_,4.12
_25458_,4.12
_01066_,4.11
_00191_,4.1
_00465_,4.1
_00806_,4.1
_01052_,4.1
_01152_,4.1
_02007_,4.1
_02412_,4.1
_02575_,4.1
_03189_,4.1
_03221_,4.1
_03681_,4.1
_03746_,4.1
_04351_,4.1
_04628_,4.1
_05233_,4.1
_06259_,4.1
_08348_,4.1
_08969_,4.1
_09216_,4.1
_09634_,4.1
_10656_,4.1
_11595_,4.1
_11782_,4.1
_12346_,4.1
_12456_,4.1
_13406_,4.1
_14183_,4.1
_15180_,4.1
_17626_,4.1
_19105_,4.1
_21063_,4.1
_22673_,4.1
_22714_,4.1
_22942_,4.1
_23590_,4.1
_23868_,4.1
_24071_,4.1
_25033_,4.1
_25500_,4.1
_25948_,4.1
_00231_,4.08
_19214_,4.08
_19322_,4.08
_20320_,4.08
_00076_,4.07
_00758_,4.065
_00014_,4.05
_00094_,4.05
_00213_,4.05
_11092_,4.05
_15938_,4.045
_00861_,4.04
_02433_,4.04
_00880_,4.02
_01000_,4.02
_02990_,4.02
_03334_,4.02
_03733_,4.02
_03938_,4.02
_04117_,4.02
_05252_,4.02
_06017_,4.02
_08209_,4.02
_08419_,4.02
_08970_,4.02
_09831_,4.02
_11259_,4.02
_11300_,4.02
_11402_,4.02
_11481_,4.02
_11581_,4.02
_14837_,4.02
_14857_,4.02
_16389_,4.02
_17945_,4.02
_19242_,4.02
_19413_,4.02
_19606_,4.02
_21215_,4.02
_21720_,4.02
_22581_,4.02
_22882_,4.02
_22898_,4.02
net327,4.02
net793,4.02
net929,4.02
net947,4.02
_00391_,4
_00574_,4
_00700_,4
_00742_,4
_00751_,4
_01225_,4
_01289_,4
_01393_,4
_01576_,4
_01956_,4
_02363_,4
_03021_,4
_03174_,4
_03474_,4
_03739_,4
_04163_,4
_04411_,4
_04819_,4
_04876_,4
_04954_,4
_05280_,4
_05786_,4
_06107_,4
_06369_,4
_06567_,4
_06921_,4
_07194_,4
_08028_,4
_08111_,4
_08190_,4
_08355_,4
_08710_,4
_09209_,4
_09344_,4
_09437_,4
_09895_,4
_09965_,4
_10003_,4
_10042_,4
_11034_,4
_11102_,4
_11483_,4
_11500_,4
_11510_,4
_11908_,4
_12127_,4
_12277_,4
_12322_,4
_12975_,4
_14013_,4
_14646_,4
_14673_,4
_14915_,4
_15478_,4
_16142_,4
_16162_,4
_16175_,4
_16187_,4
_16795_,4
_17161_,4
_17613_,4
_18029_,4
_18190_,4
_18616_,4
_18626_,4
_18764_,4
_18809_,4
_18823_,4
_18934_,4
_19341_,4
_19439_,4
_19561_,4
_19562_,4
_19587_,4
_19802_,4
_19906_,4
_20248_,4
_21249_,4
_21269_,4
_21978_,4
_22818_,4
_22868_,4
_22869_,4
_23002_,4
_23480_,4
_24160_,4
_24627_,4
_24631_,4
_25154_,4
net820,4
net940,4
_20952_,3.995
_00038_,3.98
_02133_,3.98
_02153_,3.98
_02400_,3.98
_08269_,3.98
_10272_,3.98
_10947_,3.98
_11262_,3.98
_11397_,3.98
_17570_,3.98
_18667_,3.98
_19392_,3.98
_20754_,3.98
_22434_,3.98
_00703_,3.925
_03394_,3.92
_24750_,3.91
_00841_,3.9
_01684_,3.9
_02243_,3.9
_03723_,3.9
_04289_,3.9
_05148_,3.9
_05242_,3.9
_08464_,3.9
_09275_,3.9
_09443_,3.9
_09480_,3.9
_11570_,3.9
_11601_,3.9
_12413_,3.9
_13610_,3.9
_13736_,3.9
_13851_,3.9
_14637_,3.9
_18176_,3.9
_18205_,3.9
_18367_,3.9
_18374_,3.9
_18426_,3.9
_18497_,3.9
_18536_,3.9
_18793_,3.9
_19623_,3.9
_20662_,3.9
_20842_,3.9
_21524_,3.9
_22769_,3.9
_22784_,3.9
_23009_,3.9
_23639_,3.9
_24538_,3.9
_25276_,3.9
_00002_,3.88
_00366_,3.88
_00639_,3.88
_00682_,3.88
_00817_,3.88
_00971_,3.88
_01061_,3.88
_01164_,3.88
_01510_,3.88
_01550_,3.88
_01668_,3.88
_02181_,3.88
_02228_,3.88
_02238_,3.88
_02450_,3.88
_02561_,3.88
_02622_,3.88
_02630_,3.88
_02793_,3.88
_03148_,3.88
_03235_,3.88
_03423_,3.88
_03653_,3.88
_03900_,3.88
_04096_,3.88
_04131_,3.88
_04246_,3.88
_04398_,3.88
_04413_,3.88
_04423_,3.88
_04883_,3.88
_04888_,3.88
_05044_,3.88
_05267_,3.88
_05339_,3.88
_05408_,3.88
_05709_,3.88
_06484_,3.88
_06664_,3.88
_07503_,3.88
_07648_,3.88
_07752_,3.88
_08193_,3.88
_08602_,3.88
_08618_,3.88
_08747_,3.88
_08938_,3.88
_08975_,3.88
_09255_,3.88
_09996_,3.88
_10120_,3.88
_10331_,3.88
_10509_,3.88
_11066_,3.88
_11099_,3.88
_11311_,3.88
_11385_,3.88
_11425_,3.88
_11457_,3.88
_12044_,3.88
_12229_,3.88
_12543_,3.88
_12950_,3.88
_12956_,3.88
_13204_,3.88
_13407_,3.88
_13977_,3.88
_14258_,3.88
_14262_,3.88
_14281_,3.88
_14634_,3.88
_14876_,3.88
_14995_,3.88
_15114_,3.88
_15516_,3.88
_15665_,3.88
_15765_,3.88
_15967_,3.88
_16030_,3.88
_16063_,3.88
_16196_,3.88
_16261_,3.88
_16849_,3.88
_17075_,3.88
_17112_,3.88
_17296_,3.88
_18032_,3.88
_18213_,3.88
_18321_,3.88
_18334_,3.88
_18545_,3.88
_18756_,3.88
_19543_,3.88
_19591_,3.88
_19721_,3.88
_19722_,3.88
_20395_,3.88
_20585_,3.88
_20666_,3.88
_21125_,3.88
_21204_,3.88
_21880_,3.88
_22532_,3.88
_22578_,3.88
_22772_,3.88
_22949_,3.88
_23307_,3.88
_24034_,3.88
_24123_,3.88
_24137_,3.88
_24334_,3.88
_24500_,3.88
_24661_,3.88
_24946_,3.88
_25261_,3.88
_25286_,3.88
_25916_,3.88
net110,3.88
net227,3.88
net234,3.88
_01151_,3.86
_11364_,3.86
_12116_,3.86
_17545_,3.86
_20870_,3.86
_24074_,3.86
_01722_,3.84
A_flat[113],3.81
A_flat[11],3.81
A_flat[13],3.81
A_flat[15],3.81
A_flat[33],3.81
A_flat[37],3.81
A_flat[63],3.81
A_flat[79],3.81
A_flat[91],3.81
A_flat[97],3.81
A_flat[9],3.81
_00652_,3.805
_14116_,3.79
_00586_,3.78
_05376_,3.78
_05388_,3.78
_06693_,3.78
_06981_,3.78
_09711_,3.78
_12112_,3.78
_13916_,3.78
_15001_,3.78
_17018_,3.78
_19403_,3.78
_20955_,3.78
_21251_,3.78
_25874_,3.78
net35,3.78
net37,3.78
net113,3.78
net226,3.78
_00016_,3.76
_00099_,3.76
_00165_,3.76
_00232_,3.76
_00272_,3.76
_00761_,3.76
_02073_,3.76
_02959_,3.76
_03872_,3.76
_06458_,3.76
_08678_,3.76
_09069_,3.76
_09096_,3.76
_09593_,3.76
_09737_,3.76
_09986_,3.76
_11966_,3.76
_12940_,3.76
_13798_,3.76
_13849_,3.76
_14036_,3.76
_15559_,3.76
_15677_,3.76
_15688_,3.76
_15858_,3.76
_16221_,3.76
_17502_,3.76
_17588_,3.76
_18015_,3.76
_18119_,3.76
_19283_,3.76
_20420_,3.76
_20434_,3.76
_20592_,3.76
_20742_,3.76
_21681_,3.76
_22720_,3.76
_23317_,3.76
_23919_,3.76
_24648_,3.76
net119,3.76
net773,3.76
net894,3.76
net934,3.76
_17958_,3.755
_03217_,3.74
_10988_,3.74
_11187_,3.74
_11563_,3.74
_14127_,3.74
_14761_,3.74
_19619_,3.74
_14540_,3.73
_00008_,3.69
_00019_,3.69
_00041_,3.69
_00128_,3.69
_00132_,3.69
_00152_,3.69
_02420_,3.68
_02422_,3.68
_05018_,3.68
_05350_,3.68
_06439_,3.68
_06721_,3.68
_06910_,3.68
_08257_,3.68
_09547_,3.68
_10418_,3.68
_11435_,3.68
_13277_,3.68
_13756_,3.68
_14892_,3.68
_16527_,3.68
_17695_,3.68
_18054_,3.68
_18198_,3.68
_18847_,3.68
_20260_,3.68
_21771_,3.68
_21976_,3.68
_25182_,3.68
_25666_,3.68
_00252_,3.66
_00296_,3.66
_00363_,3.66
_00508_,3.66
_01088_,3.66
_01345_,3.66
_04435_,3.66
_05064_,3.66
_05187_,3.66
_08721_,3.66
_16649_,3.66
_17744_,3.66
_18600_,3.66
_20034_,3.66
_20406_,3.66
_22236_,3.66
_25067_,3.66
net926,3.66
_24453_,3.65
_00046_,3.64
_02116_,3.64
_02367_,3.64
_02379_,3.64
_02513_,3.64
_03037_,3.64
_03465_,3.64
_03620_,3.64
_03640_,3.64
_03707_,3.64
_03908_,3.64
_05340_,3.64
_08206_,3.64
_08296_,3.64
_08986_,3.64
_09599_,3.64
_09740_,3.64
_10093_,3.64
_16586_,3.64
_16700_,3.64
_17714_,3.64
_18009_,3.64
_19408_,3.64
_21724_,3.64
_21733_,3.64
_22019_,3.64
_22480_,3.64
_22617_,3.64
_24150_,3.64
_24323_,3.64
_25489_,3.64
_25817_,3.64
net923,3.64
_00696_,3.635
_16520_,3.6
_00194_,3.59
_00236_,3.59
_00259_,3.59
_05172_,3.575
_00462_,3.56
_00983_,3.56
_01037_,3.56
_01065_,3.56
_01516_,3.56
_01750_,3.56
_01892_,3.56
_01929_,3.56
_02782_,3.56
_02796_,3.56
_03555_,3.56
_05345_,3.56
_05395_,3.56
_05406_,3.56
_05892_,3.56
_05908_,3.56
_06042_,3.56
_06160_,3.56
_06667_,3.56
_06819_,3.56
_08454_,3.56
_10010_,3.56
_10294_,3.56
_10909_,3.56
_11041_,3.56
_11226_,3.56
_11274_,3.56
_12418_,3.56
_12829_,3.56
_13275_,3.56
_13482_,3.56
_14039_,3.56
_14274_,3.56
_14822_,3.56
_15488_,3.56
_16712_,3.56
_17756_,3.56
_17759_,3.56
_19351_,3.56
_19370_,3.56
_19542_,3.56
_19583_,3.56
_19929_,3.56
_20928_,3.56
_21131_,3.56
_21310_,3.56
_21316_,3.56
_22010_,3.56
_22408_,3.56
_22504_,3.56
_22524_,3.56
_24000_,3.56
_24445_,3.56
_25318_,3.56
_25542_,3.56
_25727_,3.56
_25885_,3.56
net991,3.56
_00164_,3.54
_00209_,3.54
_00269_,3.54
_00286_,3.54
