net,length_um
_17187_,15.94
_17453_,15.94
_25346_,15.94
net800,15.94
B_flat[102],15.92
_03350_,15.92
_03680_,15.92
_03940_,15.92
_04947_,15.92
_05259_,15.92
_05624_,15.92
_08360_,15.92
_14047_,15.92
_20703_,15.92
_22678_,15.92
_25268_,15.92
_01270_,15.9
_02657_,15.9
_08079_,15.9
_09014_,15.9
_09466_,15.9
_10263_,15.9
_10393_,15.9
_15497_,15.9
_16064_,15.9
_20204_,15.9
_20252_,15.9
_20883_,15.9
_20943_,15.9
_24056_,15.9
_09083_,15.89
_04502_,15.88
_04910_,15.88
_12299_,15.88
_24130_,15.88
_25405_,15.88
_10770_,15.875
_20250_,15.87
_07843_,15.86
_08103_,15.86
_08623_,15.86
_09241_,15.86
_11352_,15.86
_11651_,15.86
_11861_,15.86
_15630_,15.86
_21169_,15.86
_22614_,15.86
_25586_,15.86
_01701_,15.84
_02859_,15.84
_06442_,15.84
_08010_,15.84
_09614_,15.84
_12170_,15.84
_12320_,15.84
_12519_,15.84
_20354_,15.84
_21664_,15.84
_23887_,15.84
_01180_,15.83
_03195_,15.82
_04552_,15.82
_05168_,15.82
_05747_,15.82
_07399_,15.82
_07486_,15.82
_17166_,15.82
_17183_,15.82
_17848_,15.82
_19880_,15.82
_23620_,15.82
_03530_,15.8
_09562_,15.8
_10922_,15.8
_12571_,15.8
_13106_,15.8
_14356_,15.8
_14446_,15.8
_17929_,15.8
_23788_,15.8
_00837_,15.78
_04849_,15.78
_07557_,15.78
_09246_,15.78
_12708_,15.78
_14144_,15.78
_14593_,15.78
_15239_,15.78
_16189_,15.78
_22451_,15.78
_23052_,15.78
_23205_,15.78
_25842_,15.78
net17,15.78
_12310_,15.77
_02440_,15.76
_08191_,15.76
_10590_,15.76
_14454_,15.76
_14535_,15.76
_15062_,15.76
_19373_,15.76
_20417_,15.76
_20467_,15.76
_21095_,15.76
_05910_,15.74
_10567_,15.74
_11377_,15.74
_13751_,15.74
_15102_,15.74
_01961_,15.72
_03017_,15.72
_04517_,15.72
_04522_,15.72
_06111_,15.72
_07387_,15.72
_08659_,15.72
_09935_,15.72
_11112_,15.72
_11830_,15.72
_12615_,15.72
_14670_,15.72
_14762_,15.72
_15270_,15.72
_15481_,15.72
_20800_,15.72
_21153_,15.72
_21198_,15.72
net785,15.72
_10940_,15.715
_08155_,15.71
_01817_,15.7
_03285_,15.7
_03993_,15.7
_06145_,15.7
_10310_,15.7
_10433_,15.7
_10795_,15.7
_11193_,15.7
_12756_,15.7
_12981_,15.7
_16103_,15.7
_17696_,15.7
_23601_,15.7
_25186_,15.7
_25674_,15.7
A_flat[246],15.69
_01977_,15.69
_11086_,15.685
_03380_,15.68
_04477_,15.68
_06662_,15.68
_06793_,15.68
_08344_,15.68
_08959_,15.68
_09729_,15.68
_12744_,15.68
_13062_,15.68
_15819_,15.68
_15887_,15.68
_16212_,15.68
_16424_,15.68
_23118_,15.68
_23705_,15.68
_24055_,15.68
_25827_,15.68
_04572_,15.67
_20483_,15.67
_00801_,15.66
_01472_,15.66
_02136_,15.66
_04732_,15.66
_07251_,15.66
_10932_,15.66
_12416_,15.66
_22738_,15.66
_22920_,15.66
_01858_,15.64
_06571_,15.64
_09823_,15.64
_17569_,15.64
_18052_,15.64
_18062_,15.64
_18982_,15.64
_20362_,15.64
_20548_,15.64
_23897_,15.64
_15980_,15.635
clknet_leaf_24_clk,15.625
_01914_,15.62
_05934_,15.62
_14247_,15.62
_15827_,15.62
_23208_,15.62
_12457_,15.61
_10566_,15.605
_02844_,15.6
_03122_,15.6
_06325_,15.6
_08700_,15.6
_11232_,15.6
_15222_,15.6
_16081_,15.6
_17324_,15.6
_17896_,15.6
_19825_,15.6
_21165_,15.6
_21378_,15.6
_21901_,15.6
_22124_,15.6
_25863_,15.6
net986,15.6
_14192_,15.59
_15807_,15.59
_04471_,15.58
_05333_,15.58
_06415_,15.58
_07902_,15.58
_08411_,15.58
_15536_,15.58
_20293_,15.58
_25783_,15.58
_03009_,15.57
_18973_,15.57
_01103_,15.56
_04161_,15.56
_06237_,15.56
_09342_,15.56
_09688_,15.56
_10031_,15.56
_11371_,15.56
_15250_,15.56
_15943_,15.56
_21954_,15.56
_22300_,15.56
_23896_,15.56
_24511_,15.56
_24967_,15.56
net355,15.56
_23828_,15.555
B_flat[153],15.54
_12596_,15.54
_14724_,15.54
_15629_,15.54
_22515_,15.54
_10813_,15.53
_01970_,15.52
_04566_,15.52
_04567_,15.52
_07545_,15.52
_07764_,15.52
_09445_,15.52
_11054_,15.52
_22286_,15.52
_24660_,15.52
_06296_,15.5
_16407_,15.5
_03495_,15.49
_10860_,15.49
_04968_,15.48
_06056_,15.48
_07402_,15.48
_08498_,15.48
_12606_,15.48
_13506_,15.48
_13593_,15.48
_16582_,15.48
_17707_,15.48
_19292_,15.48
B_flat[126],15.46
B_flat[16],15.46
B_flat[196],15.46
B_flat[212],15.46
B_flat[226],15.46
B_flat[68],15.46
_01735_,15.46
_04294_,15.46
_04660_,15.46
_06225_,15.46
_07928_,15.46
_08297_,15.46
_10630_,15.46
_12447_,15.46
_23435_,15.46
_25598_,15.46
_16869_,15.455
_24238_,15.45
_09508_,15.44
_10755_,15.44
_11960_,15.44
_15790_,15.44
_16254_,15.44
_20138_,15.44
_22187_,15.44
_24462_,15.44
_25706_,15.44
_01231_,15.42
_04676_,15.42
_07792_,15.42
_11272_,15.42
_16908_,15.42
_18024_,15.42
_21371_,15.42
_03756_,15.4
_04090_,15.4
_12845_,15.4
_14240_,15.4
_20653_,15.4
_24084_,15.4
_24148_,15.4
m1.B11\[0\],15.4
B_flat[107],15.38
_01546_,15.38
_03498_,15.38
_04002_,15.38
_05440_,15.38
_07656_,15.38
_13608_,15.38
_16614_,15.38
_22793_,15.38
_22892_,15.38
_25274_,15.38
_04537_,15.36
_05006_,15.36
_05723_,15.36
_05764_,15.36
_06247_,15.36
_06495_,15.36
_06517_,15.36
_07987_,15.36
_13037_,15.36
_13531_,15.36
_14599_,15.36
_15862_,15.36
_14080_,15.355
A_flat[40],15.35
_18806_,15.35
_04014_,15.34
_06426_,15.34
_07318_,15.34
_09388_,15.34
_11190_,15.34
_13786_,15.34
_15606_,15.34
_16644_,15.34
_18129_,15.34
_22181_,15.34
B_flat[141],15.32
_02573_,15.32
_03824_,15.32
_15693_,15.32
_15727_,15.32
_25603_,15.32
_25760_,15.32
_25767_,15.32
_07289_,15.31
_22443_,15.31
_09356_,15.3
_09847_,15.3
_23199_,15.3
_24991_,15.3
_25622_,15.3
_13188_,15.295
_17567_,15.29
_03457_,15.28
_06117_,15.28
_17400_,15.28
A_flat[116],15.27
A_flat[54],15.27
_08540_,15.27
_01682_,15.26
_03565_,15.26
_03584_,15.26
_10492_,15.26
_16037_,15.26
_16192_,15.26
_16277_,15.26
_18937_,15.26
_25079_,15.26
_25923_,15.26
_03004_,15.24
_03108_,15.24
_11265_,15.24
_12518_,15.24
_19492_,15.24
_20148_,15.24
_00835_,15.22
_01813_,15.22
_02032_,15.22
_04606_,15.22
_08108_,15.22
_15357_,15.22
_15998_,15.22
_16235_,15.22
_17339_,15.22
_18021_,15.22
_19148_,15.22
_20261_,15.22
_21671_,15.22
_22389_,15.22
B_flat[225],15.2
_03410_,15.2
_04726_,15.2
_06634_,15.2
_09500_,15.2
_11439_,15.2
_14156_,15.2
_15999_,15.2
_02271_,15.19
_04310_,15.18
_04644_,15.18
_06014_,15.18
_06562_,15.18
_10781_,15.18
_12271_,15.18
_16007_,15.18
_18866_,15.18
_20433_,15.18
_24026_,15.18
_25973_,15.18
B_flat[164],15.16
_01633_,15.16
_11761_,15.16
_12657_,15.16
_14152_,15.16
_15426_,15.16
_17624_,15.16
_22025_,15.16
_24739_,15.16
net273,15.16
_07774_,15.15
_02240_,15.14
_06554_,15.14
_07140_,15.14
_09060_,15.14
_10084_,15.14
_10819_,15.14
_10884_,15.14
_11140_,15.14
_14046_,15.14
_15161_,15.14
_15319_,15.14
_16983_,15.14
_18027_,15.14
_18365_,15.14
_20665_,15.14
_20762_,15.14
_22829_,15.14
_23198_,15.14
_23742_,15.14
_23843_,15.14
_24956_,15.14
_25501_,15.14
_15678_,15.12
_19503_,15.12
_00829_,15.1
_01531_,15.1
_02689_,15.1
_04747_,15.1
_10455_,15.1
_11203_,15.1
_15774_,15.1
_15901_,15.1
_17277_,15.1
_20328_,15.1
_22237_,15.1
_23217_,15.1
_23765_,15.1
_18997_,15.09
_01201_,15.08
_08287_,15.08
_08562_,15.08
_09563_,15.08
_17510_,15.08
_19505_,15.08
_06110_,15.06
_06340_,15.06
_07748_,15.06
_11113_,15.06
_13569_,15.06
_14986_,15.06
_17346_,15.06
_19009_,15.06
_20737_,15.06
_20820_,15.06
net1003,15.06
_01573_,15.05
_03180_,15.05
_02439_,15.04
_09403_,15.04
_10924_,15.04
_11309_,15.04
_11697_,15.04
_12425_,15.04
_23615_,15.04
_25350_,15.04
_12693_,15.03
_01903_,15.02
_03778_,15.02
_03780_,15.02
_04454_,15.02
_04456_,15.02
_04526_,15.02
_06717_,15.02
_06749_,15.02
_06862_,15.02
_07315_,15.02
_07982_,15.02
_08208_,15.02
_09016_,15.02
_09732_,15.02
_12728_,15.02
_14261_,15.02
_14471_,15.02
_20835_,15.02
_25852_,15.02
A_flat[240],15.01
B_flat[214],15
B_flat[218],15
B_flat[234],15
B_flat[249],15
B_flat[255],15
_04595_,15
_05987_,15
_09354_,15
_22561_,15
_25757_,14.985
B_flat[41],14.98
_01473_,14.98
_02593_,14.98
_05911_,14.98
_13139_,14.98
_15235_,14.98
_17423_,14.98
_17746_,14.98
_22699_,14.98
_24210_,14.98
_25866_,14.98
_06881_,14.97
_06849_,14.96
_09274_,14.96
_13114_,14.96
_14190_,14.96
_17263_,14.96
_19449_,14.96
_20881_,14.96
_21041_,14.96
_25952_,14.96
_03297_,14.95
_04791_,14.945
_01691_,14.94
_05071_,14.94
_05598_,14.94
_05706_,14.94
_08578_,14.94
_09638_,14.94
_11109_,14.94
_11898_,14.94
_17460_,14.94
_20066_,14.94
_20518_,14.94
_25198_,14.94
_25637_,14.94
A_flat[189],14.93
_20080_,14.925
B_flat[157],14.92
_01657_,14.92
_03629_,14.92
_07125_,14.92
_11179_,14.92
_14590_,14.92
_14807_,14.92
_15303_,14.92
_16149_,14.92
_16367_,14.92
_18905_,14.92
_20352_,14.92
_22521_,14.92
_24509_,14.92
_25762_,14.92
_02026_,14.91
_01259_,14.9
_06342_,14.9
_06539_,14.9
_11621_,14.9
_13222_,14.9
_14486_,14.9
_20990_,14.9
_23585_,14.9
_03244_,14.88
_04674_,14.88
_06601_,14.88
_06897_,14.88
_08878_,14.88
_11079_,14.88
_11477_,14.88
_12999_,14.88
_16439_,14.88
_16457_,14.88
_17904_,14.88
_20823_,14.88
_21923_,14.88
_22658_,14.88
_24005_,14.88
_25646_,14.88
_01834_,14.86
_08421_,14.86
_09161_,14.86
_14086_,14.86
_23892_,14.86
_24234_,14.86
_24611_,14.86
_25775_,14.86
_25840_,14.86
_21009_,14.85
_00785_,14.84
_02831_,14.84
_02891_,14.84
_09522_,14.84
_12078_,14.84
_12666_,14.84
_14130_,14.84
_18843_,14.84
_21375_,14.84
_00854_,14.82
_04695_,14.82
_06380_,14.82
_12863_,14.82
_14552_,14.82
_18836_,14.82
_22798_,14.82
_22826_,14.82
_19323_,14.81
clknet_leaf_69_clk,14.81
_00833_,14.805
_02063_,14.8
_03682_,14.8
_04010_,14.8
_04164_,14.8
_04895_,14.8
_06443_,14.8
_07135_,14.8
_07824_,14.8
_07971_,14.8
_12175_,14.8
_12534_,14.8
_12868_,14.8
_15121_,14.8
_19780_,14.8
_20615_,14.8
_22575_,14.8
_23915_,14.8
_24024_,14.8
net18,14.8
_01106_,14.78
_03729_,14.78
_04730_,14.78
_06394_,14.78
_08119_,14.78
_22152_,14.78
net311,14.78
_03676_,14.76
_04846_,14.76
_07079_,14.76
_07236_,14.76
_10460_,14.76
_11169_,14.76
_11890_,14.76
_12887_,14.76
_19801_,14.76
_22119_,14.76
_07502_,14.755
_01609_,14.74
_04237_,14.74
_09464_,14.74
_16012_,14.74
_22289_,14.74
_13170_,14.73
_19299_,14.73
_02994_,14.72
_04485_,14.72
_05274_,14.72
_05281_,14.72
_07173_,14.72
_08073_,14.72
_09390_,14.72
_14534_,14.72
_15846_,14.72
_17214_,14.72
_17914_,14.72
_19694_,14.72
_20553_,14.72
_25219_,14.72
B_flat[160],14.7
B_flat[202],14.7
_03478_,14.7
_07989_,14.7
_10959_,14.7
_17235_,14.7
_22090_,14.7
_13545_,14.69
_24533_,14.69
_05212_,14.68
_06105_,14.68
_10718_,14.68
_11935_,14.68
_13467_,14.68
_14111_,14.68
_18779_,14.68
A_flat[229],14.67
_04908_,14.66
_12909_,14.66
_13677_,14.66
_13955_,14.66
_16687_,14.66
_17605_,14.66
_23472_,14.66
_01696_,14.64
_02033_,14.64
_03048_,14.64
_12005_,14.64
_12830_,14.64
_13225_,14.64
_13732_,14.64
_15915_,14.64
_15954_,14.64
_17109_,14.64
_19168_,14.64
_25436_,14.64
_23730_,14.63
B_flat[131],14.62
B_flat[167],14.62
_01976_,14.62
_02080_,14.62
_04944_,14.62
_06498_,14.62
_06570_,14.62
_21557_,14.62
_23438_,14.62
_24327_,14.62
_02978_,14.6
_03214_,14.6
_13422_,14.6
_13646_,14.6
_15103_,14.6
_15948_,14.6
_17304_,14.6
_19089_,14.6
_20570_,14.6
_22370_,14.6
_14288_,14.595
_07301_,14.59
_00264_,14.58
_01458_,14.58
_02244_,14.58
_07101_,14.58
_12647_,14.58
_18216_,14.58
_21195_,14.58
_23819_,14.58
_24402_,14.57
_01859_,14.56
_02082_,14.56
_02757_,14.56
_04885_,14.56
_07409_,14.56
_07410_,14.56
_08144_,14.56
_10929_,14.56
_12423_,14.56
_12521_,14.56
_15651_,14.56
_17488_,14.56
_20829_,14.56
_23623_,14.56
_23669_,14.56
net915,14.56
_02250_,14.555
B_flat[239],14.54
_01874_,14.54
_03338_,14.54
_03867_,14.54
_06882_,14.54
_11616_,14.54
_17076_,14.54
_17186_,14.54
_20941_,14.54
_23215_,14.54
_24216_,14.54
_25434_,14.54
B_flat[42],14.52
_03329_,14.52
_04978_,14.52
_07425_,14.52
_09427_,14.52
_11046_,14.52
_13631_,14.52
_15669_,14.52
_15686_,14.52
_17064_,14.52
_03251_,14.51
_07983_,14.51
_01017_,14.5
_01686_,14.5
_04015_,14.5
_06320_,14.5
_12811_,14.5
_14794_,14.5
_15725_,14.5
_22814_,14.5
_22964_,14.5
_03415_,14.48
_04137_,14.48
_04251_,14.48
_05016_,14.48
_08447_,14.48
_25391_,14.48
_10911_,14.475
_01131_,14.46
_02823_,14.46
_09321_,14.46
_10998_,14.46
_11158_,14.46
_16867_,14.46
_18112_,14.46
_19094_,14.46
_20254_,14.46
_21475_,14.46
_22565_,14.46
_23310_,14.46
_23964_,14.46
_24954_,14.46
_25296_,14.46
_03758_,14.44
_04630_,14.44
_04658_,14.44
_06304_,14.44
_14433_,14.44
_15197_,14.44
_23060_,14.44
_17095_,14.43
_02469_,14.42
_02964_,14.42
_03404_,14.42
_03460_,14.42
_05576_,14.42
_06631_,14.42
_07421_,14.42
_07636_,14.42
_08225_,14.42
_09156_,14.42
_09244_,14.42
_10384_,14.42
_11574_,14.42
_12312_,14.42
_13542_,14.42
_13744_,14.42
_15327_,14.42
_15517_,14.42
_22419_,14.42
_25214_,14.42
clknet_leaf_115_clk,14.42
_24295_,14.41
_00718_,14.4
_01645_,14.4
_01960_,14.4
_10672_,14.4
_14291_,14.4
_01643_,14.38
_01721_,14.38
_05486_,14.38
_05688_,14.38
_05859_,14.38
_09292_,14.38
_12858_,14.38
_15012_,14.38
_16276_,14.38
_17287_,14.38
_17520_,14.38
_18403_,14.38
_23527_,14.38
_24180_,14.38
rst,14.38
_23926_,14.375
B_flat[6],14.37
_17019_,14.37
_10704_,14.36
_11429_,14.36
_14362_,14.36
_18991_,14.36
_16310_,14.345
_05321_,14.34
_05803_,14.34
_07566_,14.34
_09509_,14.34
_09552_,14.34
_10419_,14.34
_10422_,14.34
_13860_,14.34
_16095_,14.34
_16353_,14.34
_17930_,14.34
_19883_,14.34
_21662_,14.34
_22740_,14.34
_01210_,14.32
_04956_,14.32
_05060_,14.32
_07313_,14.32
_08021_,14.32
_08520_,14.32
_10277_,14.32
_12484_,14.32
_13595_,14.32
_14290_,14.32
_15110_,14.32
_16079_,14.32
_22060_,14.32
_23374_,14.32
_04305_,14.3
_04655_,14.3
_05139_,14.3
_05666_,14.3
_06580_,14.3
_07009_,14.3
_07493_,14.3
_07742_,14.3
_08127_,14.3
_09205_,14.3
_10722_,14.3
_11519_,14.3
_11609_,14.3
_12203_,14.3
_12330_,14.3
_13957_,14.3
_15572_,14.3
_16322_,14.3
_20414_,14.3
_23553_,14.3
_25472_,14.3
net272,14.3
B_flat[17],14.28
B_flat[250],14.28
_07672_,14.28
_10858_,14.28
_12843_,14.28
_16273_,14.28
_17158_,14.28
_20551_,14.28
_22055_,14.28
_23496_,14.28
_25787_,14.28
_17735_,14.27
_22133_,14.27
_01199_,14.26
_04532_,14.26
_06359_,14.26
_06659_,14.26
_09854_,14.26
_10556_,14.26
_11339_,14.26
_13524_,14.26
_20718_,14.26
_23588_,14.26
_23851_,14.26
net857,14.26
_00892_,14.25
B_flat[129],14.24
_03807_,14.24
_08277_,14.24
_13239_,14.24
_17435_,14.24
_22812_,14.24
net278,14.24
_00850_,14.22
_01206_,14.22
_02687_,14.22
_05318_,14.22
_05869_,14.22
_06161_,14.22
_07073_,14.22
_09108_,14.22
_11053_,14.22
_12275_,14.22
_17102_,14.22
_19438_,14.22
_23465_,14.22
_24249_,14.22
_24277_,14.22
B_flat[67],14.2
_01019_,14.2
_03314_,14.2
_09978_,14.2
_12936_,14.2
_14427_,14.2
_14780_,14.2
_16185_,14.2
_17071_,14.2
_17437_,14.2
_17864_,14.2
_18158_,14.2
_22540_,14.2
_23735_,14.2
_02029_,14.18
_03099_,14.18
_03317_,14.18
_03710_,14.18
_04577_,14.18
_04980_,14.18
_05325_,14.18
_06775_,14.18
_08777_,14.18
_10333_,14.18
_14373_,14.18
_17871_,14.18
_18890_,14.18
_21342_,14.18
_22128_,14.18
_22609_,14.18
_24307_,14.18
_25115_,14.18
_08792_,14.175
B_flat[127],14.16
B_flat[208],14.16
_01705_,14.16
_09353_,14.16
_11149_,14.16
_22079_,14.16
_06729_,14.15
_17217_,14.15
_00896_,14.14
_02830_,14.14
_03085_,14.14
_06053_,14.14
_06116_,14.14
_07136_,14.14
_08039_,14.14
_10645_,14.14
_11972_,14.14
_12002_,14.14
_14820_,14.14
_15762_,14.14
_17328_,14.14
_18664_,14.14
_20489_,14.14
_20785_,14.14
_20872_,14.14
_25578_,14.14
_17947_,14.135
_11108_,14.13
_08884_,14.12
_15093_,14.12
_19039_,14.12
_21889_,14.12
_14246_,14.11
_00939_,14.1
_01707_,14.1
_01812_,14.1
_04832_,14.1
_04838_,14.1
_09476_,14.1
_10376_,14.1
_10437_,14.1
_12937_,14.1
_15350_,14.1
_16091_,14.1
_17452_,14.1
_21428_,14.1
_22298_,14.1
_22474_,14.1
B_flat[236],14.08
B_flat[243],14.08
B_flat[246],14.08
B_flat[31],14.08
_00874_,14.08
_04356_,14.08
_04518_,14.08
_06102_,14.08
_08037_,14.08
_09331_,14.08
_12404_,14.08
_15182_,14.08
_17300_,14.08
_17385_,14.065
_04994_,14.06
_05660_,14.06
_08769_,14.06
_09481_,14.06
_10910_,14.06
_13588_,14.06
_15646_,14.06
_15726_,14.06
_16089_,14.06
_16344_,14.06
_18881_,14.06
_20527_,14.06
_21180_,14.06
_23543_,14.06
_23545_,14.06
_24835_,14.06
_01566_,14.04
_06218_,14.04
_07537_,14.04
_08059_,14.04
_08822_,14.04
_12677_,14.04
_12695_,14.04
_13120_,14.04
_20479_,14.04
_21548_,14.04
_24350_,14.04
_01725_,14.02
_01833_,14.02
_02900_,14.02
_05968_,14.02
_06295_,14.02
_08001_,14.02
_09829_,14.02
_09975_,14.02
_11247_,14.02
_12434_,14.02
_12932_,14.02
_13951_,14.02
_21174_,14.02
_22794_,14.02
_25303_,14.02
net122,14.02
_03144_,14
_05852_,14
_09826_,14
_09966_,14
_10250_,14
_12747_,14
_14917_,14
_20453_,14
_23644_,14
_24206_,14
_03698_,13.98
_11281_,13.98
_13063_,13.98
_13415_,13.98
_13906_,13.98
_14776_,13.98
_17678_,13.98
_20338_,13.98
_23202_,13.98
_06390_,13.975
_00948_,13.96
_02975_,13.96
_06909_,13.96
_07394_,13.96
_07581_,13.96
_07937_,13.96
_08345_,13.96
_10258_,13.96
_11638_,13.96
_13473_,13.96
_15487_,13.96
_16694_,13.96
_17449_,13.96
_19826_,13.96
_22628_,13.96
_23129_,13.96
_24450_,13.96
_24870_,13.96
_25457_,13.96
_06252_,13.955
_03250_,13.94
_06718_,13.94
_07775_,13.94
_10007_,13.94
_15145_,13.94
_15791_,13.94
_15794_,13.94
_16183_,13.94
_18042_,13.94
_21814_,13.94
A_flat[115],13.93
_15784_,13.93
_01628_,13.92
_02628_,13.92
_03741_,13.92
_06045_,13.92
_06169_,13.92
_10404_,13.92
_12136_,13.92
_14216_,13.92
_14567_,13.92
_15916_,13.92
_16926_,13.92
_19633_,13.92
_05480_,13.91
B_flat[240],13.9
_01596_,13.9
_01715_,13.9
_04495_,13.9
_12542_,13.9
_14136_,13.9
_17665_,13.9
_21221_,13.9
A_flat[114],13.89
A_flat[16],13.89
_01695_,13.88
_03213_,13.88
_05915_,13.88
_06355_,13.88
_10440_,13.88
_10717_,13.88
_10817_,13.88
_11320_,13.88
_12799_,13.88
_17710_,13.88
_17892_,13.88
_21891_,13.88
_22127_,13.88
_22464_,13.88
_23597_,13.88
_23866_,13.88
_24118_,13.88
_24282_,13.88
_25045_,13.88
_25933_,13.88
_25979_,13.88
_04252_,13.86
_07879_,13.86
_08947_,13.86
_09535_,13.86
_14605_,13.86
_17240_,13.86
_17872_,13.86
_25613_,13.86
net922,13.86
_04578_,13.85
_04841_,13.85
_02609_,13.84
_02901_,13.84
_03194_,13.84
_05049_,13.84
_05202_,13.84
_05238_,13.84
_06405_,13.84
_06795_,13.84
_08811_,13.84
_09042_,13.84
_09574_,13.84
_10243_,13.84
_10354_,13.84
_11268_,13.84
_11412_,13.84
_13085_,13.84
_15756_,13.84
_15903_,13.84
_23419_,13.83
B_flat[26],13.82
B_flat[46],13.82
_03188_,13.82
_03783_,13.82
_07010_,13.82
_17407_,13.82
_19437_,13.82
_21994_,13.82
_22406_,13.82
_07938_,13.81
_02124_,13.8
_03751_,13.8
_06078_,13.8
_06561_,13.8
_07936_,13.8
_09684_,13.8
_11038_,13.8
_12689_,13.8
_14370_,13.8
_15443_,13.8
_16224_,13.8
_19885_,13.8
_22393_,13.8
_22652_,13.8
_00941_,13.78
_03418_,13.78
_03610_,13.78
_04727_,13.78
_11032_,13.78
_17684_,13.78
_18423_,13.78
_20822_,13.78
_24012_,13.77
_25932_,13.77
_05048_,13.76
_05821_,13.76
_07328_,13.76
_08307_,13.76
_10518_,13.76
_12957_,13.76
_13354_,13.76
_14434_,13.76
_15881_,13.76
_17458_,13.76
_17686_,13.76
_20978_,13.76
net317,13.76
_21953_,13.755
_02615_,13.75
_20574_,13.75
_00871_,13.74
_02887_,13.74
_04812_,13.74
_08751_,13.74
_09778_,13.74
_14317_,13.74
_15498_,13.74
_16915_,13.74
_22353_,13.74
_25395_,13.74
_00823_,13.72
_02532_,13.72
_04551_,13.72
_08842_,13.72
_08864_,13.72
_09327_,13.72
_09426_,13.72
_12504_,13.72
_13468_,13.72
_15580_,13.72
_16292_,13.72
_17278_,13.72
_17543_,13.72
_20554_,13.72
_20628_,13.72
_24829_,13.72
_15027_,13.715
_23242_,13.715
_01724_,13.7
_15723_,13.7
_16837_,13.7
_23641_,13.7
_24708_,13.7
_25231_,13.7
_02721_,13.68
_03301_,13.68
_09954_,13.68
_11292_,13.68
_11662_,13.68
_12697_,13.68
_16398_,13.68
_17260_,13.68
_20364_,13.68
_22558_,13.68
_25828_,13.68
A_flat[167],13.67
_02984_,13.67
_12034_,13.67
_13609_,13.67
_03339_,13.66
_07340_,13.66
_10992_,13.66
_14222_,13.66
_17995_,13.66
_21533_,13.66
net300,13.66
_08667_,13.65
_14785_,13.65
_01650_,13.64
_02958_,13.64
_04740_,13.64
_06872_,13.64
_07857_,13.64
_11215_,13.64
_12743_,13.64
_13068_,13.64
_13764_,13.64
_14167_,13.64
_15294_,13.64
_15364_,13.64
_15986_,13.64
_16136_,13.64
_16925_,13.64
_17616_,13.64
_17676_,13.64
_24235_,13.64
_25485_,13.64
B_flat[135],13.62
B_flat[215],13.62
B_flat[219],13.62
_00454_,13.62
_00634_,13.62
_03473_,13.62
_13022_,13.62
_15232_,13.62
_16155_,13.62
_17006_,13.62
_20083_,13.62
_20776_,13.62
_21808_,13.62
_00744_,13.6
_04167_,13.6
_06587_,13.6
_10402_,13.6
_12084_,13.6
_13987_,13.6
_14364_,13.6
_15140_,13.6
_15302_,13.6
_17096_,13.6
_17512_,13.6
_22492_,13.6
_25742_,13.6
_25947_,13.6
A_flat[109],13.59
_00573_,13.58
_03351_,13.58
_03429_,13.58
_06594_,13.58
_16838_,13.58
_17219_,13.58
_17258_,13.58
_17388_,13.58
_17983_,13.58
_23532_,13.58
_01221_,13.56
_03802_,13.56
_03861_,13.56
_03878_,13.56
_04615_,13.56
_06457_,13.56
_12437_,13.56
_12688_,13.56
_12910_,13.56
_14363_,13.56
_14478_,13.56
_18299_,13.56
_21688_,13.56
_22190_,13.56
_22564_,13.56
_23793_,13.56
_25336_,13.56
_07353_,13.55
_01518_,13.54
_03687_,13.54
_04271_,13.54
_04826_,13.54
_05317_,13.54
_06198_,13.54
_07320_,13.54
_08052_,13.54
_10352_,13.54
_11737_,13.54
_12117_,13.54
_13427_,13.54
_13777_,13.54
_14808_,13.54
_16133_,13.54
_17000_,13.54
_17518_,13.54
_17670_,13.54
_19424_,13.54
_19888_,13.54
_23958_,13.54
_25241_,13.54
_05204_,13.52
_05714_,13.52
_05989_,13.52
_06181_,13.52
_07065_,13.52
_08253_,13.52
_08675_,13.52
_10382_,13.52
_10784_,13.52
_13544_,13.52
_14518_,13.52
_14826_,13.52
_19225_,13.52
_22280_,13.52
_23846_,13.52
_25616_,13.52
_01953_,13.5
_02018_,13.5
_02381_,13.5
_03572_,13.5
_03702_,13.5
_06735_,13.5
_07026_,13.5
_07182_,13.5
_09458_,13.5
_09673_,13.5
_09822_,13.5
_10773_,13.5
_10986_,13.5
_13231_,13.5
_14040_,13.5
_14718_,13.5
_20072_,13.5
_20437_,13.5
_21266_,13.5
_22767_,13.5
_23080_,13.5
_25313_,13.5
_25662_,13.5
net178,13.5
_11280_,13.495
_01114_,13.48
_02554_,13.48
_03553_,13.48
_05289_,13.48
_06836_,13.48
_08472_,13.48
_11762_,13.48
_11807_,13.48
_13287_,13.48
_14184_,13.48
_17782_,13.48
_17852_,13.48
_18994_,13.48
_21532_,13.48
_14613_,13.475
_17897_,13.47
_02840_,13.46
_03316_,13.46
_04157_,13.46
_04189_,13.46
_04424_,13.46
_04496_,13.46
_04975_,13.46
_06500_,13.46
_06685_,13.46
_07876_,13.46
_09347_,13.46
_10323_,13.46
_10456_,13.46
_11264_,13.46
_14529_,13.46
_14538_,13.46
_16966_,13.46
_20958_,13.46
_22927_,13.46
_25847_,13.46
_10892_,13.455
B_flat[224],13.44
_02107_,13.44
_06174_,13.44
_07242_,13.44
_08055_,13.44
_11415_,13.44
_13962_,13.44
_15085_,13.44
_15955_,13.44
_16341_,13.44
